"lat","lon","fdate","mean_cpue","sum_KG","area"
6.75,65,"2016-06-25",0.666666667,100,"as"
1,54,"2016-07-02",0.5,124,"as"
1,54,"2016-07-05",0.5,129,"as"
7,65.5,"2016-07-05",0.2,50,"as"
6.75,66.25,"2016-07-07",0.2,30,"as"
3.25,60.75,"2016-09-25",0.28125,363,"as"
3.75,60.25,"2016-09-26",0.15625,200,"as"
3.75,59.75,"2016-09-28",0.034722222,41,"as"
3.25,60,"2016-09-29",0.033783784,40,"as"
1.25,60.25,"2016-10-01",0.296052632,313,"as"
1.5,61,"2016-10-02",0.09375,104,"as"
3.25,60.5,"2016-10-08",0.089285714,105,"as"
2.75,61,"2016-10-10",0.098684211,105,"as"
9.75,64,"2016-10-13",0.15625,175,"as"
10.25,64,"2016-10-14",0.138888889,140,"as"
10.5,63.75,"2016-10-15",0.1875,210,"as"
10.5,64,"2016-10-16",0.03125,35,"as"
2,69.5,"2016-10-29",0.444444444,150,"as"
5.5,63.75,"2017-01-01",0.7,300,"as"
8.25,68.25,"2017-01-01",1.2,400,"as"
10.25,67.25,"2017-01-01",0.2,100,"as"
8.25,68.25,"2017-01-02",1.2,400,"as"
5.75,64,"2017-01-03",0.8,350,"as"
7,67.75,"2017-01-04",0.25,80,"as"
7,68,"2017-01-04",0.117647059,40,"as"
6.25,65.5,"2017-01-05",0.15,170,"as"
8.25,68.75,"2017-01-05",0.9,250,"as"
8.5,67.75,"2017-01-05",0.5,210,"as"
6.25,65.5,"2017-01-06",0.15,170,"as"
6.25,65.75,"2017-01-06",0.352941176,90,"as"
8.75,68,"2017-01-06",1,400,"as"
6,66,"2017-01-07",0.125,40,"as"
6.25,65.75,"2017-01-07",0.3,120,"as"
6.25,66,"2017-01-07",0.294117647,150,"as"
7.5,69,"2017-01-07",0.15,110,"as"
11.75,67.75,"2017-01-07",0.111111111,40,"as"
6.25,66,"2017-01-08",0.235294118,50,"as"
6.25,66,"2017-01-08",0.583333333,270,"as"
6,66,"2017-01-09",0.125,40,"as"
6.25,66,"2017-01-09",0.25,280,"as"
6.25,68.5,"2017-01-09",0.3,150,"as"
8.25,68.25,"2017-01-09",1.5,400,"as"
8.75,68.75,"2017-01-09",0.5,210,"as"
4.25,67,"2017-01-10",0.111111111,40,"as"
5.75,66,"2017-01-10",0.1,30,"as"
6.5,65.75,"2017-01-10",0.25,125,"as"
9.25,67.25,"2017-01-10",0.7,270,"as"
10.25,64.5,"2017-01-10",1.1,360,"as"
5.75,66,"2017-01-11",0.2,80,"as"
5.75,66,"2017-01-11",0.454545455,200,"as"
5.75,66.25,"2017-01-11",1,415,"as"
5.75,66.25,"2017-01-11",0.333333333,200,"as"
6,66.75,"2017-01-11",0.5,150,"as"
6.5,60.75,"2017-01-11",0.166666667,75,"as"
7.5,67,"2017-01-11",0.125,70,"as"
5.75,66,"2017-01-12",0.1,40,"as"
5.75,66,"2017-01-12",0.363636364,140,"as"
5.75,66.25,"2017-01-12",0.416666667,300,"as"
5.75,66.75,"2017-01-12",0.4,120,"as"
5.75,68.75,"2017-01-12",0.2,95,"as"
6.25,69,"2017-01-12",0.092592593,50,"as"
6.75,67,"2017-01-12",3.866666667,940,"as"
7,69,"2017-01-12",0.178571429,200,"as"
7.25,68.75,"2017-01-12",0.4,140,"as"
7.25,69,"2017-01-12",0.217391304,180,"as"
5,66.75,"2017-01-13",0.106382979,35,"as"
5,66.75,"2017-01-13",0.5,200,"as"
5.25,66.25,"2017-01-13",0.888888889,200,"as"
5.25,66.5,"2017-01-13",0.25,100,"as"
5.25,68.5,"2017-01-13",0.1,45,"as"
5.75,66,"2017-01-13",0.8,350,"as"
5.75,66.25,"2017-01-13",1,415,"as"
5.75,66.25,"2017-01-13",0.083333333,70,"as"
5.75,66.25,"2017-01-13",0.583333333,350,"as"
5.75,66.5,"2017-01-13",0.333333333,130,"as"
6.25,64.5,"2017-01-13",1.2,380,"as"
6.25,66,"2017-01-13",0.294117647,150,"as"
7.25,68.75,"2017-01-13",0.095238095,35,"as"
7.25,68.75,"2017-01-13",0.6,300,"as"
7.25,69,"2017-01-13",0.217391304,180,"as"
7.5,68,"2017-01-13",0.5,300,"as"
7.5,69.25,"2017-01-13",0.3,110,"as"
7.5,69.25,"2017-01-13",0.4,140,"as"
5,66.25,"2017-01-14",0.428571429,290,"as"
5,66.75,"2017-01-14",0.106382979,30,"as"
5,66.75,"2017-01-14",0.1,30,"as"
5.25,65.75,"2017-01-14",1.071428571,850,"as"
5.25,65.75,"2017-01-14",0.666666667,800,"as"
5.25,66,"2017-01-14",0.2,20,"as"
5.25,66,"2017-01-14",0.5,250,"as"
5.25,66.5,"2017-01-14",0.25,100,"as"
5.5,66.25,"2017-01-14",0.333333333,300,"as"
5.5,66.5,"2017-01-14",0.2,70,"as"
5.5,66.75,"2017-01-14",0.105263158,50,"as"
5.75,65,"2017-01-14",0.666666667,1100,"as"
5.75,65.75,"2017-01-14",0.3,100,"as"
5.75,66,"2017-01-14",0.308333334,510,"as"
5.75,66.25,"2017-01-14",0.666666667,400,"as"
6,65.75,"2017-01-14",0.470588235,100,"as"
6,65.75,"2017-01-14",0.5,200,"as"
7.25,69,"2017-01-14",0.1,50,"as"
7.5,69.25,"2017-01-14",0.1,30,"as"
4.25,66.25,"2017-01-15",0.666666667,150,"as"
4.25,67,"2017-01-15",0.2,100,"as"
4.5,66.75,"2017-01-15",0.425531915,140,"as"
4.5,66.75,"2017-01-15",0.6,240,"as"
4.75,66.75,"2017-01-15",0.2,70,"as"
5,66.25,"2017-01-15",0.5,150,"as"
5,66.25,"2017-01-15",0.428571429,290,"as"
5.25,66.75,"2017-01-15",0.631578947,280,"as"
5.5,66.5,"2017-01-15",0.4,150,"as"
5.75,66.25,"2017-01-15",0.363636364,150,"as"
7.25,68.75,"2017-01-15",2.2,200,"as"
7.5,69.25,"2017-01-15",0.3,100,"as"
4,66.25,"2017-01-16",1.3,600,"as"
4.25,66.5,"2017-01-16",0.869565217,300,"as"
4.25,66.75,"2017-01-16",0.125,70,"as"
4.25,66.75,"2017-01-16",0.3,160,"as"
4.5,66,"2017-01-16",0.166666667,190,"as"
4.5,66.25,"2017-01-16",1,555,"as"
4.5,66.75,"2017-01-16",0.212765957,50,"as"
4.5,67,"2017-01-16",0.75,750,"as"
4.75,65.75,"2017-01-16",0.181818182,80,"as"
4.75,66,"2017-01-16",1,1200,"as"
4.75,66.25,"2017-01-16",0.5,150,"as"
4.75,66.25,"2017-01-16",0.4,300,"as"
4.75,66.5,"2017-01-16",0.117647059,30,"as"
4.75,67,"2017-01-16",0.1,40,"as"
5,65.25,"2017-01-16",0.416666667,200,"as"
5,65.75,"2017-01-16",0.714285714,550,"as"
5,65.75,"2017-01-16",0.6,700,"as"
5.25,65.25,"2017-01-16",0.3,80,"as"
5.25,66.25,"2017-01-16",0.666666667,220,"as"
5.25,66.75,"2017-01-16",1.052631579,480,"as"
5.5,66.25,"2017-01-16",0.2,80,"as"
5.5,66.25,"2017-01-16",0.2,60,"as"
7.75,69.25,"2017-01-16",1.2,350,"as"
8,66.75,"2017-01-16",0.1,30,"as"
9.25,67.75,"2017-01-16",0.4,150,"as"
4,66,"2017-01-17",0.52173913,200,"as"
4.5,64.5,"2017-01-17",0.5,170,"as"
4.75,65.5,"2017-01-17",0.166666667,120,"as"
4.75,65.5,"2017-01-17",0.1,40,"as"
5,65.25,"2017-01-17",0.3,100,"as"
5,65.25,"2017-01-17",0.357142857,350,"as"
5,65.5,"2017-01-17",0.733333333,900,"as"
5,66.5,"2017-01-17",0.5,205,"as"
5.25,66,"2017-01-17",0.571428571,180,"as"
5.5,65.75,"2017-01-17",0.2,80,"as"
5.5,65.75,"2017-01-17",0.7,250,"as"
7,68,"2017-01-17",0.4,100,"as"
9.75,65,"2017-01-17",1.181818182,400,"as"
1.75,68.25,"2017-01-18",0.1,30,"as"
3.75,66,"2017-01-18",0.260869565,120,"as"
4,66.5,"2017-01-18",0.2,320,"as"
4.25,64.5,"2017-01-18",1,300,"as"
4.25,64.75,"2017-01-18",0.2,80,"as"
4.25,68,"2017-01-18",0.5,300,"as"
4.5,64.5,"2017-01-18",0.761904762,280,"as"
4.5,67,"2017-01-18",0.75,750,"as"
4.75,65.25,"2017-01-18",0.4,300,"as"
4.75,66.25,"2017-01-18",0.2,100,"as"
5,64.5,"2017-01-18",0.833333333,400,"as"
5,64.75,"2017-01-18",0.6,180,"as"
5,65,"2017-01-18",0.470588235,125,"as"
5,65,"2017-01-18",0.2,50,"as"
5,67,"2017-01-18",0.692307692,750,"as"
5.25,65.75,"2017-01-18",0.666666667,150,"as"
5.5,65.25,"2017-01-18",0.636363636,200,"as"
8,66.25,"2017-01-18",0.6,140,"as"
8.75,68.25,"2017-01-18",0.5,250,"as"
9,68.5,"2017-01-18",1.142857143,175,"as"
9.25,67.75,"2017-01-18",0.8,320,"as"
9.5,68.5,"2017-01-18",0.133333333,80,"as"
9.5,68.5,"2017-01-18",0.5,170,"as"
3.25,66.25,"2017-01-19",0.8,400,"as"
3.75,65.25,"2017-01-19",0.744680851,235,"as"
4,61.5,"2017-01-19",0.4,170,"as"
4,64.75,"2017-01-19",0.5,150,"as"
4,65.5,"2017-01-19",0.3,75,"as"
4,66,"2017-01-19",0.2,100,"as"
4,67.25,"2017-01-19",0.8,240,"as"
4.25,64.5,"2017-01-19",0.476190476,200,"as"
4.5,64.25,"2017-01-19",0.272727273,100,"as"
4.75,65,"2017-01-19",0.916666667,570,"as"
5,64.75,"2017-01-19",0.466666667,650,"as"
5.25,65.25,"2017-01-19",0.111111111,40,"as"
5.25,65.75,"2017-01-19",0.666666667,250,"as"
8.75,67.5,"2017-01-19",0.2,120,"as"
8.75,67.5,"2017-01-19",0.666666667,300,"as"
10,68.25,"2017-01-19",3,800,"as"
3.25,64.75,"2017-01-20",0.319148936,105,"as"
3.25,65.75,"2017-01-20",1.304347826,150,"as"
3.75,65,"2017-01-20",0.1,50,"as"
3.75,65.75,"2017-01-20",0.1,70,"as"
4,64.75,"2017-01-20",0.526315789,140,"as"
4,66,"2017-01-20",0.8,350,"as"
4.75,63.75,"2017-01-20",0.181818182,80,"as"
4.75,66.75,"2017-01-20",0.166666667,80,"as"
5,63.75,"2017-01-20",0.75,450,"as"
5,64,"2017-01-20",0.7,300,"as"
5,68.25,"2017-01-20",0.6,350,"as"
5.5,65,"2017-01-20",1.333333333,280,"as"
5.75,65.25,"2017-01-20",0.2,40,"as"
5.75,65.5,"2017-01-20",1,400,"as"
5.75,66,"2017-01-20",0.466666667,400,"as"
6.5,68.75,"2017-01-20",0.1,40,"as"
7.5,66.5,"2017-01-20",0.363636364,120,"as"
7.5,66.5,"2017-01-20",1.4,630,"as"
7.5,68.75,"2017-01-20",1.4,600,"as"
7.75,66.5,"2017-01-20",0.4,160,"as"
8,69,"2017-01-20",0.125,50,"as"
8.75,66.25,"2017-01-20",0.6,300,"as"
8.75,67.75,"2017-01-20",0.777777778,240,"as"
2.25,61.25,"2017-01-21",0.6,250,"as"
3.25,65,"2017-01-21",1,510,"as"
3.5,63,"2017-01-21",0.3,420,"as"
5,66.75,"2017-01-21",0.416666667,250,"as"
5.25,65.25,"2017-01-21",0.571428571,220,"as"
5.75,62.75,"2017-01-21",0.6,270,"as"
5.75,65.25,"2017-01-21",0.454545455,150,"as"
5.75,66.5,"2017-01-21",0.210526316,92,"as"
6,63.5,"2017-01-21",1.058823529,300,"as"
6,66,"2017-01-21",0.666666667,600,"as"
7,66.5,"2017-01-21",0.4,50,"as"
7.75,65.25,"2017-01-21",0.714285714,140,"as"
8.25,69.25,"2017-01-21",0.1,25,"as"
8.25,69.25,"2017-01-21",0.3,25,"as"
9,63.75,"2017-01-21",0.8,450,"as"
3,64,"2017-01-22",0.173913043,60,"as"
3.25,65.75,"2017-01-22",0.4,200,"as"
3.25,66,"2017-01-22",0.4,160,"as"
3.75,65.75,"2017-01-22",0.3,150,"as"
3.75,66.25,"2017-01-22",1.3,450,"as"
4.5,67,"2017-01-22",0.5,300,"as"
5,67.75,"2017-01-22",0.2,65,"as"
5.5,64.5,"2017-01-22",0.454545455,200,"as"
5.5,64.75,"2017-01-22",0.416666667,200,"as"
5.5,66,"2017-01-22",0.866666667,1050,"as"
5.5,66.75,"2017-01-22",0.8,750,"as"
5.75,63.5,"2017-01-22",1.3,350,"as"
5.75,64.75,"2017-01-22",0.888888889,210,"as"
5.75,65,"2017-01-22",0.5,200,"as"
5.75,65,"2017-01-22",0.6,185,"as"
6,65,"2017-01-22",0.4,160,"as"
6,67.25,"2017-01-22",0.066666667,30,"as"
7.25,67.25,"2017-01-22",0.2,80,"as"
8.25,63.75,"2017-01-22",0.5,300,"as"
0.5,54.25,"2017-01-23",0.833333333,250,"as"
2.5,67.25,"2017-01-23",0.2,70,"as"
3.75,66.25,"2017-01-23",0.095238095,40,"as"
3.75,66.25,"2017-01-23",0.75,510,"as"
4,66,"2017-01-23",1,350,"as"
5,65.75,"2017-01-23",0.1,50,"as"
5.5,64.75,"2017-01-23",0.363636364,160,"as"
5.5,66,"2017-01-23",0.4,550,"as"
5.5,66.75,"2017-01-23",1.68,1100,"as"
5.75,63.5,"2017-01-23",0.588235294,125,"as"
5.75,63.5,"2017-01-23",0.35,245,"as"
5.75,65.75,"2017-01-23",0.210526316,92,"as"
6,65.75,"2017-01-23",0.4,120,"as"
6,65.75,"2017-01-23",0.333333333,400,"as"
6,66.25,"2017-01-23",0.8,650,"as"
7,66.25,"2017-01-23",0.2,30,"as"
7.25,65.25,"2017-01-23",0.444444444,200,"as"
8.25,68,"2017-01-23",0.3,110,"as"
8.75,63.75,"2017-01-23",0.6,240,"as"
9,63.25,"2017-01-23",0.466666667,200,"as"
9.75,57.5,"2017-01-23",3.9,930,"as"
0.5,55.25,"2017-01-24",1,300,"as"
3,64.75,"2017-01-24",0.3,140,"as"
4.25,63.5,"2017-01-24",0.5,260,"as"
4.25,66,"2017-01-24",1,350,"as"
4.5,66,"2017-01-24",0.5,250,"as"
4.75,66,"2017-01-24",0.3,150,"as"
4.75,66.25,"2017-01-24",0.425531915,150,"as"
5.25,64.75,"2017-01-24",0.347826087,120,"as"
5.5,64.5,"2017-01-24",0.8,200,"as"
5.5,64.5,"2017-01-24",0.272727273,90,"as"
5.5,64.5,"2017-01-24",0.888888889,210,"as"
5.75,64.5,"2017-01-24",1.111111111,280,"as"
5.75,64.5,"2017-01-24",0.25,100,"as"
5.75,65.75,"2017-01-24",0.5,180,"as"
6,63.75,"2017-01-24",0.3,140,"as"
6.25,63.25,"2017-01-24",2,750,"as"
6.5,63.25,"2017-01-24",0.3,105,"as"
6.75,63.75,"2017-01-24",0.272727273,100,"as"
7.5,67,"2017-01-24",0.8,300,"as"
8,69,"2017-01-24",0.333333333,250,"as"
9,63.75,"2017-01-24",0.777777778,270,"as"
0.75,55.5,"2017-01-25",0.833333333,250,"as"
5,65.25,"2017-01-25",0.5,290,"as"
5.5,64,"2017-01-25",0.222222222,100,"as"
5.5,65.5,"2017-01-25",0.588235294,150,"as"
6,60,"2017-01-25",0.3,155,"as"
6.25,63.75,"2017-01-25",1.4,700,"as"
6.25,65.75,"2017-01-25",0.2,120,"as"
6.75,65.25,"2017-01-25",0.333333333,180,"as"
6.75,66,"2017-01-25",0.744680851,250,"as"
7,65.5,"2017-01-25",0.333333333,150,"as"
7,69,"2017-01-25",5.882352941,350,"as"
7.25,65,"2017-01-25",1,500,"as"
7.75,69.25,"2017-01-25",0.066666667,100,"as"
8.25,63.25,"2017-01-25",1.5,500,"as"
8.5,66.5,"2017-01-25",0.5,75,"as"
8.75,63,"2017-01-25",0.333333333,175,"as"
8.75,63.5,"2017-01-25",0.1,650,"as"
0.25,67,"2017-01-26",1.3,320,"as"
1.25,56.5,"2017-01-26",1.333333333,320,"as"
3.25,68.25,"2017-01-26",0.434782609,150,"as"
4.5,63.75,"2017-01-26",0.952380952,350,"as"
4.75,64.75,"2017-01-26",1.047619048,450,"as"
5,63,"2017-01-26",0.3,160,"as"
5,66.75,"2017-01-26",0.3,75,"as"
5.75,64.5,"2017-01-26",0.5,200,"as"
6,64,"2017-01-26",0.4,135,"as"
6,64,"2017-01-26",0.8,260,"as"
6.5,62,"2017-01-26",0.5,100,"as"
6.75,61.5,"2017-01-26",1.727272727,600,"as"
6.75,64,"2017-01-26",1.111111111,245,"as"
7.25,66.75,"2017-01-26",0.72,420,"as"
7.25,68,"2017-01-26",0.266666667,300,"as"
7.25,68.5,"2017-01-26",0.105263158,55,"as"
8,67,"2017-01-26",0.2,90,"as"
8.25,67,"2017-01-26",1,360,"as"
8.25,69,"2017-01-26",0.4,460,"as"
8.75,68.75,"2017-01-26",0.4,130,"as"
2,67.5,"2017-01-27",0.1,45,"as"
2.75,56.5,"2017-01-27",0.833333333,280,"as"
3.75,66.25,"2017-01-27",0.75,510,"as"
4.75,66.25,"2017-01-27",0.1,70,"as"
5,59,"2017-01-27",0.5,170,"as"
5.25,64.25,"2017-01-27",0.3,120,"as"
6,64.75,"2017-01-27",0.8,380,"as"
7,65.5,"2017-01-27",0.555555556,550,"as"
7.25,64.75,"2017-01-27",0.222222222,100,"as"
7.25,64.75,"2017-01-27",1,400,"as"
7.25,65.75,"2017-01-27",1.176470588,400,"as"
7.25,66.75,"2017-01-27",0.833333333,420,"as"
7.5,66.75,"2017-01-27",0.384615385,320,"as"
7.5,67.5,"2017-01-27",0.933333333,850,"as"
7.5,69.25,"2017-01-27",0.210526316,110,"as"
7.75,63,"2017-01-27",0.8,450,"as"
7.75,66.25,"2017-01-27",0.1,25,"as"
7.75,68.75,"2017-01-27",0.1,35,"as"
7.75,68.75,"2017-01-27",0.166666667,70,"as"
8.25,63.25,"2017-01-27",1,350,"as"
8.25,63.5,"2017-01-27",0.857142857,220,"as"
8.25,69,"2017-01-27",0.4,460,"as"
8.5,66.75,"2017-01-27",0.4,75,"as"
3.5,56.25,"2017-01-28",1.25,400,"as"
5.25,64.25,"2017-01-28",0.2,120,"as"
5.75,67.75,"2017-01-28",0.1,35,"as"
7.25,65,"2017-01-28",2.631578947,300,"as"
7.75,67.25,"2017-01-28",0.461538462,500,"as"
8,63.5,"2017-01-28",0.333333333,120,"as"
8,63.75,"2017-01-28",1.1,370,"as"
8.25,68.75,"2017-01-28",1.3,500,"as"
8.25,69,"2017-01-28",0.7,400,"as"
9,68.75,"2017-01-28",0.2,65,"as"
6.75,66.5,"2017-01-29",1,500,"as"
7,65,"2017-01-29",0.8,240,"as"
7,65.5,"2017-01-29",0.666666667,800,"as"
7,65.5,"2017-01-29",0.5,220,"as"
7.25,65,"2017-01-29",0.5,300,"as"
7.25,65.5,"2017-01-29",1.764705882,500,"as"
7.25,66,"2017-01-29",0.8,240,"as"
7.5,66,"2017-01-29",0.2,85,"as"
7.5,66.25,"2017-01-29",0.1,30,"as"
7.5,69,"2017-01-29",0.25,150,"as"
7.75,64,"2017-01-29",0.4,225,"as"
7.75,68.75,"2017-01-29",0.4,720,"as"
8,65,"2017-01-29",0.6,150,"as"
8.25,63.25,"2017-01-29",0.6,180,"as"
8.25,65,"2017-01-29",0.3,100,"as"
8.5,64.5,"2017-01-29",2,350,"as"
8.75,63,"2017-01-29",0.333333333,175,"as"
8.75,68.75,"2017-01-29",0.4,130,"as"
3,56,"2017-01-30",1.2,400,"as"
3.75,66.75,"2017-01-30",0.095238095,40,"as"
6,60,"2017-01-30",0.3,155,"as"
6.5,65.75,"2017-01-30",0.583333333,310,"as"
7,66,"2017-01-30",0.8,150,"as"
7.5,65,"2017-01-30",0.631578947,100,"as"
7.5,67.25,"2017-01-30",0.583333333,720,"as"
7.5,68.75,"2017-01-30",1,1100,"as"
7.75,67,"2017-01-30",0.2,50,"as"
7.75,68,"2017-01-30",1.176470588,40,"as"
8.25,69.25,"2017-01-30",0.833333333,780,"as"
8.75,69,"2017-01-30",0.4,150,"as"
9,62.5,"2017-01-30",1.368421053,630,"as"
3,55.5,"2017-01-31",0.7,250,"as"
4.25,57.25,"2017-01-31",1,350,"as"
5.75,64.75,"2017-01-31",0.8,350,"as"
7,65,"2017-01-31",1.5,450,"as"
7,68.25,"2017-01-31",1.666666667,1950,"as"
7,68.75,"2017-01-31",1.333333333,1650,"as"
7.25,64.75,"2017-01-31",0.476190476,180,"as"
7.75,68.75,"2017-01-31",0.1,35,"as"
6.5,61,"2017-02-01",0.5,150,"as"
7,65.75,"2017-02-01",0.2,150,"as"
7,67.75,"2017-02-01",1.052631579,230,"as"
7,68.5,"2017-02-01",1.933333333,1950,"as"
7.5,68.75,"2017-02-01",0.095238095,40,"as"
8,60.25,"2017-02-01",0.2,70,"as"
8,67.75,"2017-02-01",1,450,"as"
8.25,60.25,"2017-02-01",0.1,35,"as"
8.25,68.5,"2017-02-01",2.533333333,550,"as"
8.25,68.75,"2017-02-01",0.9,360,"as"
8.5,67.5,"2017-02-01",0.333333333,130,"as"
8.5,68.75,"2017-02-01",0.916666667,900,"as"
9,68.75,"2017-02-01",0.1,60,"as"
11,58,"2017-02-01",2.9,910,"as"
1.5,55.75,"2017-02-02",1.3,500,"as"
3.25,55.5,"2017-02-02",3.8,1050,"as"
3.75,56.25,"2017-02-02",1.333333333,450,"as"
5.25,64,"2017-02-02",0.5,500,"as"
5.75,60.75,"2017-02-02",0.3,160,"as"
6.75,65.25,"2017-02-02",0.7,280,"as"
7,63,"2017-02-02",1.444444444,500,"as"
8,59.75,"2017-02-02",1.3,180,"as"
8,59.75,"2017-02-02",0.3,100,"as"
8.25,68.5,"2017-02-02",0.1,35,"as"
1.5,55.5,"2017-02-03",3,1300,"as"
3.75,68.25,"2017-02-03",0.5,200,"as"
4.25,57.25,"2017-02-03",1.5,500,"as"
4.5,65.5,"2017-02-03",0.6,240,"as"
5.75,64.75,"2017-02-03",0.777777778,750,"as"
5.75,64.75,"2017-02-03",0.7,270,"as"
6.5,62,"2017-02-03",0.5,200,"as"
6.5,62.75,"2017-02-03",3,900,"as"
6.5,68.5,"2017-02-03",1,240,"as"
6.75,67,"2017-02-03",0.5,250,"as"
7.25,68.75,"2017-02-03",2,900,"as"
7.75,68.25,"2017-02-03",3.8,800,"as"
7.75,69,"2017-02-03",7.272727273,350,"as"
7.75,69.25,"2017-02-03",0.3,150,"as"
8,68.75,"2017-02-03",1.777777778,660,"as"
8.25,60,"2017-02-03",0.1,40,"as"
8.25,68.75,"2017-02-03",1.666666667,1950,"as"
8.75,68.25,"2017-02-03",0.5,200,"as"
8.75,68.75,"2017-02-03",0.571428571,180,"as"
9,69,"2017-02-03",0.1,40,"as"
1.5,55,"2017-02-04",2,1800,"as"
3,55,"2017-02-04",0.909090909,350,"as"
3,55.25,"2017-02-04",1.2,450,"as"
3.25,55.5,"2017-02-04",1,400,"as"
4.25,57.5,"2017-02-04",0.833333333,380,"as"
7,68.75,"2017-02-04",0.5,170,"as"
7,69,"2017-02-04",1.444444444,300,"as"
7.75,69.25,"2017-02-04",0.2,80,"as"
8,69,"2017-02-04",1.5,700,"as"
8,69.25,"2017-02-04",0.571428571,200,"as"
9.75,68.25,"2017-02-04",0.9,350,"as"
1.5,55,"2017-02-05",2,1800,"as"
6,68.25,"2017-02-05",0.6,240,"as"
6.25,68.75,"2017-02-05",9.090909091,400,"as"
6.5,62.25,"2017-02-05",1.428571429,480,"as"
6.75,60,"2017-02-05",1.333333333,690,"as"
6.75,62.25,"2017-02-05",1.1,450,"as"
7,63,"2017-02-05",0.7,210,"as"
7.25,68.25,"2017-02-05",0.8,350,"as"
7.5,69,"2017-02-05",0.5,150,"as"
7.5,69,"2017-02-05",0.111111111,60,"as"
1.75,54.75,"2017-02-06",1.6,600,"as"
1.75,55,"2017-02-06",2,700,"as"
1.75,55,"2017-02-06",0.5,175,"as"
3.75,59,"2017-02-06",0.545454545,180,"as"
4.5,57.25,"2017-02-06",1,350,"as"
6,68.5,"2017-02-06",1.714285714,240,"as"
7.5,69,"2017-02-06",0.3,200,"as"
1.5,54.5,"2017-02-07",4.090909091,1400,"as"
1.5,54.5,"2017-02-07",3,1020,"as"
2.25,66.5,"2017-02-07",0.7,300,"as"
3,69,"2017-02-07",0.2,60,"as"
3.5,69.25,"2017-02-07",1.1,420,"as"
3.75,58.75,"2017-02-07",1.3,450,"as"
4.5,68.25,"2017-02-07",0.125,40,"as"
5.5,68.5,"2017-02-07",0.4,180,"as"
5.5,69.25,"2017-02-07",0.8,160,"as"
7,63.5,"2017-02-07",0.4,100,"as"
7,68.75,"2017-02-07",0.4,200,"as"
7.5,68.75,"2017-02-07",0.111111111,30,"as"
0.75,54,"2017-02-08",0.9,300,"as"
1.25,54,"2017-02-08",1.5,700,"as"
1.5,54,"2017-02-08",1.363636364,500,"as"
2.25,66.25,"2017-02-08",2.605042017,1320,"as"
3.25,69,"2017-02-08",0.2,100,"as"
3.5,68.25,"2017-02-08",0.6,200,"as"
3.75,58.25,"2017-02-08",0.7,245,"as"
5,69,"2017-02-08",2,720,"as"
5.25,68,"2017-02-08",1,250,"as"
5.5,69,"2017-02-08",1.3,450,"as"
5.75,69,"2017-02-08",1.777777778,1000,"as"
5.75,69,"2017-02-08",0.9,350,"as"
6,64,"2017-02-08",1.1,250,"as"
6.75,62.75,"2017-02-08",0.3,100,"as"
6.75,62.75,"2017-02-08",0.5,150,"as"
7,69.25,"2017-02-08",0.533333333,325,"as"
7.25,68.75,"2017-02-08",0.375,150,"as"
7.25,69,"2017-02-08",0.333333333,100,"as"
7.25,69,"2017-02-08",0.1,70,"as"
8,60.25,"2017-02-08",0.2,60,"as"
8.75,57.75,"2017-02-08",4.9,1450,"as"
0.75,56.75,"2017-02-09",2.1,700,"as"
1,66,"2017-02-09",0.526315789,200,"as"
1,69,"2017-02-09",0.375,90,"as"
1.5,54,"2017-02-09",1,300,"as"
1.5,55.25,"2017-02-09",0.6,200,"as"
3,56.25,"2017-02-09",0.5,150,"as"
3.25,69,"2017-02-09",0.8,380,"as"
4.25,69,"2017-02-09",1,350,"as"
4.75,69.25,"2017-02-09",2,800,"as"
5.5,68.75,"2017-02-09",1,400,"as"
6,69,"2017-02-09",0.888888889,980,"as"
7,69.25,"2017-02-09",0.733333333,400,"as"
7.25,68.75,"2017-02-09",0.375,150,"as"
7.25,69,"2017-02-09",1.222222222,400,"as"
0.5,53.75,"2017-02-10",1.2,350,"as"
1.5,54.5,"2017-02-10",1,350,"as"
2.25,53.75,"2017-02-10",0.5,180,"as"
2.5,56.5,"2017-02-10",0.090909091,40,"as"
3.25,64.75,"2017-02-10",2,400,"as"
3.5,69,"2017-02-10",0.25,80,"as"
4,68.75,"2017-02-10",0.2,80,"as"
4.25,68.75,"2017-02-10",0.5,200,"as"
4.75,65.75,"2017-02-10",5.454545455,250,"as"
7,64,"2017-02-10",0.4,100,"as"
2.5,67,"2017-02-11",0.5,170,"as"
3,68.25,"2017-02-11",0.8,600,"as"
3.25,64.25,"2017-02-11",5.222222222,100,"as"
3.75,67,"2017-02-11",0.8,250,"as"
4,59.5,"2017-02-11",18,350,"as"
5,61.5,"2017-02-11",1,300,"as"
7,69,"2017-02-11",0.222222222,60,"as"
0.25,53.25,"2017-02-12",1,250,"as"
0.5,53,"2017-02-12",1.2,400,"as"
1.5,56.25,"2017-02-12",0.540540541,190,"as"
2.5,53.5,"2017-02-12",1,350,"as"
2.75,66.75,"2017-02-12",0.2,55,"as"
3.25,64,"2017-02-12",1.888888889,400,"as"
3.25,67.25,"2017-02-12",0.5,150,"as"
3.25,67.75,"2017-02-12",1.5,1500,"as"
4,68.75,"2017-02-12",1,450,"as"
4.25,69,"2017-02-12",0.1,40,"as"
4.5,53.5,"2017-02-12",0.7,280,"as"
4.75,65.75,"2017-02-12",9.090909091,400,"as"
7.5,68.25,"2017-02-12",1.333333333,80,"as"
